student_id,age,gender,attendance_rate,avg_test_score,assignments_submitted_pct,family_income_level,parental_education,study_hours_per_week,extracurricular,previous_semester_gpa,lms_login_frequency_per_week,dropout_risk
STU1927,21,Female,97.3,88.99,100.0,Low,None,16.89,No,2.28,5,0
STU1928,25,Male,73.34,72.17,52.25,High,Secondary,3.12,Yes,2.43,1,1
STU1929,19,Female,63.47,63.56,68.43,Medium,Secondary,9.1,Yes,3.13,4,0
STU1930,20,Male,65.49,59.1,81.33,Low,Secondary,14.61,No,3.24,7,0
STU1931,25,Female,100.0,55.13,65.74,Low,Secondary,2.51,No,2.25,8,0
STU1932,22,Male,75.33,87.62,73.49,Medium,Secondary,14.74,No,1.68,3,0
STU1933,18,Female,57.54,64.49,90.52,Low,Graduate,9.1,No,2.89,7,0
STU1934,23,Female,51.46,55.79,87.86,Low,Secondary,14.7,Yes,3.19,6,1
STU1935,18,Male,68.63,51.11,79.95,Medium,Secondary,11.09,No,2.49,4,0
STU1936,18,Female,75.05,68.07,77.95,High,Postgraduate,17.05,No,2.03,7,0
STU1937,17,Male,92.24,58.53,70.52,Medium,Secondary,3.54,No,2.22,8,0
STU1938,19,Male,90.79,54.42,100.0,Medium,Graduate,11.65,Yes,3.91,7,0
STU1939,22,Male,77.9,40.12,100.0,Medium,Postgraduate,2.44,Yes,2.78,1,0
STU1940,24,Male,71.19,82.27,95.38,Medium,None,12.1,No,3.41,4,0
STU1941,25,Male,83.09,62.52,52.01,Low,Secondary,11.64,No,1.96,6,1
STU1942,23,Female,51.77,45.47,69.76,High,Graduate,8.57,Yes,3.57,2,1
STU1943,20,Female,100.0,60.12,78.99,Medium,Postgraduate,6.08,No,3.32,9,0
STU1944,22,Male,87.81,74.88,56.19,Low,Graduate,8.37,Yes,2.52,5,0
STU1945,21,Female,91.0,65.52,76.58,Low,None,10.49,No,3.09,3,0
STU1946,24,Male,61.89,68.44,75.44,Medium,Postgraduate,11.42,No,3.64,3,1
STU1947,17,Female,97.24,65.77,96.68,Low,Secondary,19.66,No,1.71,2,0
STU1948,17,Female,71.1,42.02,65.03,Low,Secondary,14.37,No,2.18,7,1
STU1949,22,Female,63.71,82.07,98.27,Medium,Secondary,7.07,No,3.02,7,0
STU1950,18,Female,77.41,34.25,55.85,High,Secondary,12.9,No,2.62,3,1
STU1951,21,Male,77.06,73.31,58.64,Medium,Graduate,14.41,No,2.93,9,0
STU1952,17,Male,61.82,76.08,67.41,Low,Graduate,6.72,No,3.15,3,0
STU1953,23,Female,64.58,61.04,75.96,Low,Graduate,13.51,Yes,3.0,2,1
STU1954,17,Female,63.4,71.36,26.67,Medium,None,2.57,No,2.4,6,1
STU1955,20,Male,63.54,60.01,84.19,Low,Graduate,6.54,Yes,2.45,1,0
STU1956,25,Female,72.18,71.58,100.0,Medium,Graduate,2.88,Yes,3.84,0,1
STU1957,17,Male,57.17,82.87,88.03,Low,Secondary,8.94,No,2.67,2,1
STU1958,20,Male,67.63,50.74,70.79,High,Postgraduate,7.63,No,3.68,2,0
STU1959,22,Male,93.68,77.13,53.31,Medium,Graduate,8.02,Yes,3.74,7,0
STU1960,22,Female,90.35,95.46,38.74,Low,Graduate,14.08,No,1.98,1,0
STU1961,24,Male,62.25,69.76,42.14,High,None,10.45,No,3.19,6,0
STU1962,17,Female,92.37,55.94,72.38,Low,Graduate,14.0,Yes,1.74,7,1
STU1963,23,Male,48.5,100.0,100.0,Low,Postgraduate,18.13,No,3.89,9,0
STU1964,17,Female,100.0,66.6,20.66,High,Secondary,20.47,Yes,2.75,3,1
STU1965,23,Female,97.5,69.17,89.0,Low,Graduate,9.3,No,2.71,3,0
STU1966,19,Female,69.6,69.54,61.45,Medium,Secondary,12.67,No,1.91,11,0
STU1967,24,Male,83.74,73.06,68.29,Low,Graduate,9.23,Yes,2.11,9,0
STU1968,19,Male,56.99,58.9,56.25,Low,Graduate,15.07,No,2.78,4,1
STU1969,17,Female,78.91,68.42,47.65,Low,Graduate,14.1,No,2.67,8,0
STU1970,24,Female,75.25,82.14,77.51,Medium,Graduate,6.7,No,2.29,5,0
STU1971,19,Female,65.48,58.28,80.26,Medium,Secondary,7.43,No,3.3,5,0
STU1972,18,Male,70.97,57.44,88.37,Low,Secondary,16.93,No,2.6,12,0
STU1973,17,Male,69.5,59.74,41.3,Low,Graduate,7.25,Yes,1.79,8,0
STU1974,19,Male,61.02,45.24,92.48,High,Secondary,9.44,Yes,3.18,10,1
STU1975,18,Male,65.13,52.71,92.84,High,Secondary,13.38,No,1.67,1,0
STU1976,18,Female,56.37,51.98,83.49,Medium,None,9.17,No,1.06,10,0
STU1977,22,Female,90.86,64.99,66.58,High,None,17.67,Yes,2.68,4,0
STU1978,17,Male,64.02,80.05,81.17,Medium,Graduate,15.17,No,1.78,4,0
STU1979,18,Male,59.67,91.17,71.79,Low,Graduate,5.58,Yes,2.74,6,0
STU1980,22,Female,90.62,66.03,94.37,Low,None,7.07,Yes,3.25,6,0
STU1981,19,Male,83.54,73.22,67.67,Low,Secondary,12.94,Yes,3.39,8,0
STU1982,20,Male,90.07,69.38,77.16,High,None,9.74,No,3.0,7,0
STU1983,17,Male,91.74,27.32,40.23,Medium,Secondary,0.3,No,1.54,3,0
STU1984,24,Male,100.0,44.34,81.11,Medium,None,5.15,Yes,2.02,2,1
STU1985,23,Male,75.66,78.7,60.01,Low,Secondary,11.17,No,2.6,4,0
STU1986,23,Male,56.14,80.45,85.25,Medium,Graduate,14.45,Yes,2.61,4,1
STU1987,19,Female,82.07,80.04,90.77,Medium,Graduate,14.52,No,1.85,5,0
STU1988,19,Male,67.96,61.8,62.8,High,Secondary,19.81,Yes,2.23,9,1
STU1989,18,Male,63.64,29.09,75.62,Low,Graduate,6.54,No,3.25,5,1
STU1990,17,Female,79.5,46.49,78.49,Medium,Postgraduate,6.78,No,3.0,12,0
STU1991,23,Female,90.99,49.24,82.36,Low,Secondary,9.87,No,2.35,9,0
STU1992,23,Female,65.46,76.32,90.8,Medium,Secondary,1.62,Yes,3.42,4,0
STU1993,18,Male,97.12,58.57,88.18,Medium,Graduate,9.98,Yes,1.54,0,0
STU1994,23,Female,63.16,95.43,67.4,Low,Secondary,9.02,No,3.26,12,0
STU1995,24,Male,74.34,91.42,100.0,Medium,Graduate,13.96,No,3.15,4,0
STU1996,17,Male,83.79,95.13,90.04,Low,Graduate,14.81,No,3.2,7,0
STU1997,25,Male,72.18,48.5,100.0,High,Secondary,11.79,No,2.84,2,0
STU1998,23,Female,51.36,73.84,81.93,Low,Graduate,10.01,No,2.08,9,0
STU1999,19,Female,91.91,56.4,83.12,Medium,Graduate,11.82,No,3.07,7,0
STU2000,24,Female,68.65,70.9,72.66,High,None,6.04,Yes,2.27,1,0
STU2001,23,Female,89.17,50.5,66.12,Low,Secondary,9.59,Yes,2.76,0,0
STU2002,24,Female,59.04,87.07,94.51,Medium,Graduate,10.08,No,2.02,5,0
STU2003,22,Male,61.6,50.84,80.29,Medium,Postgraduate,9.62,No,2.32,6,1
STU2004,25,Male,90.94,29.95,72.37,Low,Graduate,9.14,No,2.49,7,1
STU2005,21,Male,83.11,100.0,54.55,Medium,Postgraduate,6.89,Yes,2.92,2,0
STU2006,19,Male,71.42,72.96,100.0,Medium,Secondary,4.87,No,3.05,3,0
STU2007,19,Female,83.33,45.76,77.25,High,Secondary,8.97,No,3.96,0,0
STU2008,17,Female,63.69,62.08,50.47,High,Secondary,12.97,No,2.72,3,1
STU2009,24,Male,79.65,54.62,76.63,Medium,None,1.31,Yes,1.84,0,0
STU2010,18,Female,79.93,65.1,70.98,Medium,Graduate,7.51,No,3.24,2,1
STU2011,19,Female,72.39,79.45,70.16,High,Postgraduate,20.35,Yes,2.87,5,0
STU2012,24,Male,65.47,76.62,86.53,Medium,Graduate,9.04,No,2.45,5,0
STU2013,24,Male,79.05,69.57,71.01,Low,Graduate,10.76,No,2.28,2,0
STU2014,20,Female,77.18,65.09,68.89,Medium,Secondary,19.19,Yes,2.11,5,0
STU2015,20,Female,71.01,84.42,100.0,High,Secondary,11.6,Yes,2.08,9,0
STU2016,21,Male,62.49,30.34,40.21,Medium,Secondary,11.71,No,1.62,4,1
STU2017,22,Male,78.19,51.52,73.97,Medium,Graduate,5.45,No,3.37,1,0
STU2018,21,Male,71.05,47.38,93.58,Low,Secondary,11.56,Yes,2.95,7,0
STU2019,23,Female,62.48,83.11,87.54,High,Postgraduate,9.93,No,2.67,8,0
STU2020,18,Male,78.65,51.7,95.4,Medium,Graduate,14.62,No,2.1,2,0
STU2021,23,Male,100.0,41.85,100.0,Medium,None,16.39,Yes,3.47,2,0
STU2022,23,Female,72.5,74.89,100.0,Low,None,10.15,No,1.46,0,0
STU2023,17,Female,100.0,48.64,51.89,Low,Graduate,11.91,Yes,2.5,3,0
STU2024,23,Female,100.0,58.69,42.79,Medium,Secondary,0.55,Yes,3.39,2,0
STU2025,21,Female,63.7,100.0,81.54,High,Graduate,0.0,No,1.01,0,0
STU2026,19,Female,78.14,79.17,47.92,Low,Graduate,15.47,Yes,2.74,3,1
STU2027,19,Male,100.0,61.2,36.47,Low,Secondary,0.0,No,2.07,4,0
STU2028,20,Male,76.18,62.82,81.32,Medium,Secondary,11.64,No,2.7,4,1
STU2029,18,Female,78.55,81.33,86.34,Low,Secondary,9.13,No,2.3,4,0
STU2030,18,Female,52.95,76.93,100.0,Low,Graduate,16.16,Yes,3.07,9,0
STU2031,17,Female,70.03,66.36,90.37,Medium,None,9.82,Yes,3.59,5,0
STU2032,21,Female,86.33,66.86,100.0,High,Graduate,19.01,No,4.0,6,0
STU2033,20,Female,100.0,38.36,82.11,Low,Graduate,8.98,No,2.51,10,0
STU2034,18,Male,75.06,34.58,52.27,Medium,Graduate,15.73,No,3.19,7,1
STU2035,19,Male,53.06,61.82,91.44,Low,None,2.51,No,2.87,4,1
STU2036,23,Male,56.92,53.6,100.0,Low,Graduate,0.0,Yes,2.93,0,0
STU2037,23,Male,77.46,75.55,82.82,Low,Graduate,9.86,No,3.78,3,0
STU2038,20,Female,95.66,68.55,100.0,Medium,Secondary,3.0,No,2.05,9,0
STU2039,21,Male,87.56,51.09,72.53,Low,Graduate,9.7,No,2.31,7,1
STU2040,21,Female,84.9,67.94,85.92,Medium,Graduate,7.93,Yes,2.46,3,0
STU2041,22,Female,97.64,57.47,71.51,Low,Graduate,13.03,No,1.81,4,0
STU2042,25,Female,67.2,100.0,100.0,Low,Secondary,4.68,Yes,2.6,5,0
STU2043,18,Male,78.29,71.95,91.83,Low,Graduate,12.12,No,3.13,3,0
STU2044,21,Female,70.19,36.91,52.67,High,Secondary,14.32,Yes,3.26,3,1
STU2045,19,Male,73.93,97.77,100.0,Medium,Graduate,8.97,No,2.45,3,0
STU2046,20,Male,62.91,53.6,60.34,High,Postgraduate,12.39,No,3.51,6,0
STU2047,22,Female,72.84,47.45,75.27,Medium,Secondary,5.11,No,0.94,1,1
STU2048,24,Female,77.58,100.0,84.37,Low,Secondary,8.09,No,4.0,9,0
STU2049,17,Female,72.43,71.23,86.0,Medium,Graduate,3.29,Yes,3.05,4,0
STU2050,24,Male,75.58,77.61,84.67,Low,None,21.69,No,2.26,1,0
STU2051,23,Female,84.08,78.2,52.34,Medium,Secondary,16.14,No,2.97,8,0
STU2052,17,Male,96.58,61.29,84.74,Low,Secondary,18.3,No,2.48,9,0
STU2053,18,Female,97.67,54.7,97.01,Low,Graduate,16.07,No,0.93,14,0
STU2054,19,Female,89.42,57.63,96.44,Medium,Graduate,6.68,No,2.64,9,0
STU2055,17,Male,59.1,93.96,48.96,Medium,Graduate,2.33,No,3.33,2,0
STU2056,25,Male,72.59,68.67,61.89,High,Graduate,7.88,Yes,3.37,5,1
STU2057,24,Male,73.89,88.63,54.11,Medium,Graduate,12.38,No,2.8,12,0
STU2058,18,Male,68.14,63.62,81.8,Medium,Secondary,8.55,Yes,3.37,2,0
STU2059,25,Male,83.14,51.4,43.97,Low,Secondary,0.0,Yes,2.95,1,1
STU2060,23,Male,54.09,39.04,52.55,High,Graduate,13.74,Yes,2.78,3,1
STU2061,25,Female,100.0,76.66,61.7,Medium,Postgraduate,2.01,Yes,2.05,1,0
STU2062,22,Female,95.93,95.49,39.06,Medium,Graduate,7.89,No,2.32,3,0
STU2063,22,Male,85.17,49.05,74.44,Low,Graduate,18.72,Yes,2.39,3,1
STU2064,20,Female,77.07,74.24,32.87,Medium,Graduate,10.25,Yes,2.83,7,1
STU2065,18,Male,96.43,40.24,84.71,Low,Secondary,15.38,No,3.24,1,0
STU2066,23,Female,88.34,55.0,67.06,Medium,Graduate,11.73,No,2.11,5,0
STU2067,21,Female,94.6,69.82,62.52,High,Secondary,4.96,No,1.49,2,0
STU2068,22,Male,77.11,33.89,65.79,High,Secondary,13.65,No,3.75,6,1
STU2069,18,Male,100.0,64.68,73.79,Medium,Graduate,9.68,Yes,1.83,6,0
STU2070,21,Male,95.5,49.94,86.86,High,Graduate,2.57,Yes,2.99,7,0
STU2071,20,Female,85.64,75.89,100.0,Low,Secondary,1.73,Yes,2.8,7,0
STU2072,25,Male,96.84,62.02,95.28,High,Graduate,11.92,No,2.32,3,0
STU2073,22,Female,71.71,81.91,100.0,Medium,Graduate,20.71,No,3.09,4,0
STU2074,18,Male,60.49,59.97,88.51,Medium,Graduate,4.62,Yes,1.63,9,0
STU2075,17,Female,82.82,40.48,77.81,High,Graduate,5.22,Yes,3.9,6,0
STU2076,21,Female,77.14,38.23,65.86,High,Secondary,11.99,No,4.0,7,0
STU2077,25,Male,75.03,30.64,66.52,Low,Postgraduate,3.43,Yes,3.58,1,1
STU2078,22,Female,96.24,76.39,85.78,Medium,Graduate,21.77,No,1.95,7,0
STU2079,23,Female,80.51,100.0,55.01,Low,Graduate,5.67,No,0.74,0,0
STU2080,21,Male,81.95,72.83,79.58,High,Graduate,7.51,No,2.98,0,0
STU2081,22,Female,73.09,95.1,74.62,Medium,Secondary,5.98,No,1.57,2,0
STU2082,21,Male,91.22,85.4,60.44,Low,None,14.67,Yes,2.27,6,0
STU2083,25,Male,88.53,55.67,53.98,Medium,Graduate,20.81,No,3.82,6,0
STU2084,22,Male,91.1,87.78,100.0,Medium,Secondary,6.48,No,3.9,2,0
STU2085,24,Male,70.54,56.39,47.07,Medium,Graduate,14.33,No,3.99,0,1
STU2086,18,Female,97.56,56.74,73.64,Low,Secondary,3.47,No,2.68,7,0
STU2087,25,Female,100.0,61.25,99.45,Low,Secondary,14.8,No,3.32,6,0
STU2088,21,Female,90.63,62.1,85.58,Medium,Secondary,18.79,No,1.01,6,0
STU2089,23,Male,65.86,76.9,65.53,Low,Graduate,17.26,Yes,1.4,10,1
STU2090,17,Female,65.97,52.92,51.16,Medium,Secondary,10.66,Yes,2.37,5,0
STU2091,21,Female,72.37,81.0,77.6,Medium,Graduate,4.84,Yes,3.27,2,0
STU2092,18,Male,69.53,80.75,22.21,Low,Secondary,10.0,No,2.26,8,0
STU2093,22,Male,76.93,71.17,78.4,Medium,Graduate,8.45,No,3.24,3,0
STU2094,17,Female,87.49,99.91,75.7,Medium,None,7.77,Yes,1.68,4,0
STU2095,19,Male,82.35,88.17,96.4,Medium,Secondary,11.03,Yes,2.68,3,0
STU2096,21,Male,81.03,84.26,52.13,Medium,Graduate,9.67,No,3.04,2,0
STU2097,20,Male,74.38,66.19,68.53,Medium,Graduate,13.54,Yes,3.21,3,1
STU2098,19,Male,76.89,71.33,83.74,Low,Secondary,13.57,Yes,2.24,9,0
STU2099,21,Female,89.95,74.43,79.11,High,Postgraduate,9.69,Yes,2.62,1,0
STU2100,24,Male,47.82,65.24,48.15,Low,Secondary,12.16,Yes,1.37,8,1
STU2101,20,Male,77.83,58.24,62.05,High,Secondary,16.61,No,2.52,0,1
STU2102,17,Male,82.32,21.7,100.0,Medium,Secondary,7.34,No,3.47,9,0
STU2103,23,Male,89.75,77.92,80.19,High,Secondary,10.08,No,2.39,10,0
STU2104,24,Male,62.85,83.75,41.72,Medium,Secondary,4.86,No,2.0,1,0
STU2105,19,Male,62.06,44.1,92.66,Low,Secondary,12.4,Yes,3.23,5,1
STU2106,22,Male,86.76,75.89,43.01,High,Graduate,10.99,Yes,4.0,6,0
STU2107,18,Male,49.43,54.35,68.86,Low,Secondary,12.3,No,4.0,3,1
STU2108,23,Female,97.98,58.4,86.27,Low,Graduate,5.06,No,2.81,10,0
STU2109,24,Male,81.4,88.59,99.27,Low,Secondary,13.83,Yes,3.22,5,0
STU2110,22,Female,100.0,47.17,28.24,High,Secondary,10.51,Yes,3.91,3,0
STU2111,22,Male,61.69,47.14,89.23,Medium,None,15.15,Yes,2.79,5,1
STU2112,21,Male,71.45,97.49,92.23,Medium,Graduate,7.81,No,2.97,2,0
STU2113,24,Male,41.88,62.38,63.86,Medium,Graduate,13.41,Yes,2.34,5,1
STU2114,17,Male,66.06,87.44,76.82,Medium,Graduate,12.23,No,4.0,3,0
STU2115,20,Female,75.24,36.22,13.96,Medium,Secondary,17.62,Yes,3.18,2,1
STU2116,20,Male,48.56,37.67,20.04,Medium,Graduate,9.42,No,2.39,7,1
STU2117,19,Male,72.08,48.57,97.17,High,Graduate,7.23,Yes,2.14,0,0
STU2118,19,Female,48.19,56.33,64.22,Low,None,7.53,No,1.11,10,1
STU2119,20,Female,74.14,39.74,68.08,Low,Secondary,4.46,Yes,1.34,5,1
STU2120,17,Male,95.21,71.65,79.69,Medium,Secondary,7.48,Yes,2.02,10,0
STU2121,18,Female,77.48,72.82,67.68,Medium,Graduate,0.0,No,3.34,7,0
STU2122,25,Female,100.0,48.83,65.83,Medium,None,16.84,No,2.86,0,0
STU2123,18,Female,89.79,50.27,82.89,Medium,Graduate,19.67,No,1.6,5,0
STU2124,21,Male,98.22,52.64,45.09,Low,Secondary,9.26,No,1.86,0,1
STU2125,25,Male,66.53,44.03,98.2,Medium,Secondary,12.19,Yes,2.83,2,1
STU2126,25,Male,66.16,12.88,70.39,Medium,Secondary,10.82,No,3.94,4,1
STU2127,24,Female,83.18,63.47,54.89,Low,Graduate,3.43,Yes,1.72,2,1
STU2128,17,Male,54.33,57.25,52.2,Medium,None,15.13,Yes,2.97,3,1
STU2129,17,Female,85.07,59.09,75.85,Low,None,15.88,No,2.24,2,0
STU2130,25,Male,73.14,46.79,68.87,Medium,Graduate,4.8,No,2.27,11,1
STU2131,24,Male,97.95,79.59,44.02,Low,Secondary,11.65,No,1.66,5,0
STU2132,25,Female,88.19,100.0,62.96,High,Secondary,8.69,No,3.1,6,0
STU2133,23,Male,94.45,49.99,58.82,Medium,Secondary,15.95,No,2.21,4,0
STU2134,19,Female,66.69,90.19,100.0,Low,Secondary,9.59,Yes,2.32,6,0
STU2135,19,Female,93.72,71.6,77.61,Medium,None,9.72,No,3.39,0,0
STU2136,18,Male,99.67,65.64,100.0,High,Secondary,19.1,No,3.43,10,0
STU2137,21,Female,77.42,58.81,60.8,Medium,Secondary,3.57,No,2.02,2,1
STU2138,19,Male,66.91,63.5,69.18,High,Secondary,11.24,No,2.84,8,0
STU2139,22,Male,67.17,85.69,82.73,Low,Postgraduate,10.44,No,3.33,8,0
STU2140,18,Female,96.59,44.51,87.08,High,Secondary,6.98,No,2.45,0,0
STU2141,19,Male,100.0,60.05,89.42,Medium,Secondary,20.2,Yes,3.14,5,1
STU2142,21,Female,63.28,87.48,57.24,Low,Secondary,11.68,No,2.35,6,1
STU2143,17,Male,62.12,82.71,57.81,Medium,Secondary,13.36,Yes,2.32,5,1
STU2144,17,Male,91.82,44.79,67.89,High,Graduate,14.07,Yes,1.85,4,0
STU2145,25,Male,66.69,61.71,100.0,Medium,Graduate,8.4,Yes,3.97,3,0
STU2146,23,Male,93.28,78.1,54.99,Medium,Secondary,16.21,Yes,2.21,2,0
STU2147,17,Male,84.98,76.94,64.46,Low,Graduate,15.2,Yes,1.96,8,0
STU2148,24,Female,77.64,82.55,89.6,Medium,None,9.39,Yes,1.76,6,0
STU2149,19,Female,84.62,71.92,88.53,Low,Postgraduate,14.69,No,2.67,5,0
STU2150,24,Female,83.7,74.94,86.11,Low,Graduate,16.2,No,1.79,0,0
STU2151,21,Female,75.31,71.17,76.62,Medium,Graduate,13.98,Yes,2.03,4,0
STU2152,17,Female,51.65,93.44,53.7,High,None,5.82,Yes,3.24,4,0
STU2153,23,Female,80.68,57.41,61.18,Medium,Secondary,9.54,No,2.96,7,0
STU2154,21,Male,100.0,65.87,97.53,Low,Secondary,12.38,Yes,1.52,0,0
STU2155,22,Male,53.87,46.73,90.47,Medium,Secondary,11.26,Yes,3.18,1,1
STU2156,22,Female,63.51,43.18,48.3,High,Secondary,6.27,Yes,2.63,10,1
STU2157,24,Female,84.4,70.85,92.39,Medium,Postgraduate,8.57,Yes,3.51,2,0
STU2158,25,Male,78.58,51.96,100.0,Medium,Secondary,11.76,No,3.73,0,0
STU2159,18,Male,84.17,63.96,76.08,High,Graduate,2.45,Yes,1.31,2,0
STU2160,25,Male,67.51,94.12,83.53,Medium,Graduate,10.1,No,3.21,2,0
STU2161,25,Female,95.44,93.08,95.23,Low,Graduate,13.48,Yes,3.91,6,0
STU2162,23,Female,78.7,100.0,61.09,Low,None,11.41,No,2.77,6,0
STU2163,17,Female,88.45,94.48,100.0,High,Secondary,5.71,No,3.15,2,0
STU2164,23,Male,82.8,100.0,99.46,Medium,Graduate,6.59,Yes,2.78,3,0
STU2165,21,Male,80.63,72.86,85.48,Low,Graduate,17.43,Yes,3.38,6,0
STU2166,22,Female,87.4,48.75,74.31,Medium,Postgraduate,5.31,Yes,2.91,6,0
STU2167,23,Female,80.8,46.99,84.9,Medium,Graduate,15.93,No,0.98,1,0
STU2168,21,Male,60.15,90.13,43.79,High,Secondary,6.89,Yes,2.5,2,0
STU2169,23,Male,94.31,65.93,100.0,Low,Secondary,15.65,No,2.45,11,0
STU2170,25,Male,90.27,67.27,97.58,Medium,None,12.71,Yes,3.17,4,0
STU2171,19,Male,46.4,55.12,100.0,High,Graduate,8.26,Yes,3.54,9,1
STU2172,24,Female,68.19,57.27,75.62,Medium,Graduate,1.17,Yes,2.42,5,0
STU2173,18,Male,93.64,71.91,67.79,Low,Graduate,11.99,Yes,1.62,8,0
STU2174,23,Male,50.6,46.01,61.51,High,Postgraduate,10.91,Yes,2.84,6,1
STU2175,18,Male,92.15,69.63,91.27,Medium,Graduate,12.07,Yes,1.98,5,0
STU2176,20,Female,75.88,92.2,64.75,Medium,Secondary,12.7,No,2.12,5,1
STU2177,23,Female,98.1,26.59,71.25,Medium,Secondary,3.43,Yes,4.0,1,1
STU2178,19,Male,77.98,37.26,85.93,Low,Graduate,11.97,No,2.06,4,1
STU2179,18,Male,67.17,77.16,61.81,High,Secondary,13.71,No,1.35,3,0
STU2180,23,Male,82.62,89.55,95.88,Medium,Secondary,13.65,No,3.08,4,0
STU2181,17,Female,77.54,56.18,74.65,Medium,Secondary,3.73,No,3.17,3,0
STU2182,24,Female,65.84,29.03,44.84,Low,Secondary,15.77,Yes,3.3,5,1
STU2183,19,Female,100.0,90.77,61.6,Medium,None,12.14,Yes,3.27,6,0
STU2184,18,Male,63.43,50.4,100.0,High,Postgraduate,12.78,No,2.72,4,1
STU2185,19,Female,44.36,58.5,56.26,Medium,Postgraduate,5.52,No,2.72,7,1
STU2186,21,Male,100.0,70.74,92.88,High,Postgraduate,13.79,No,3.35,3,0
STU2187,24,Male,69.25,53.0,77.43,Medium,None,1.38,Yes,3.89,5,0
STU2188,23,Male,73.55,49.23,71.57,Medium,Postgraduate,5.76,No,1.59,12,1
STU2189,23,Female,72.63,49.56,100.0,Medium,Postgraduate,16.33,No,2.11,1,0
STU2190,23,Male,69.46,98.44,49.32,High,Postgraduate,13.54,Yes,3.1,3,0
STU2191,24,Female,66.51,85.87,60.2,Medium,Graduate,11.46,No,2.8,0,0
STU2192,17,Female,63.05,75.34,74.53,Medium,Graduate,14.72,Yes,1.17,5,1
STU2193,20,Male,78.97,25.64,100.0,Low,None,15.07,Yes,2.14,5,0
STU2194,22,Male,71.97,75.41,74.58,Low,Graduate,13.79,Yes,2.84,5,0
STU2195,25,Female,88.96,74.44,80.49,Medium,None,8.91,No,2.61,2,0
STU2196,18,Male,85.24,41.99,68.28,High,Secondary,5.61,No,2.31,2,0
STU2197,17,Female,64.09,69.66,82.17,Low,Postgraduate,6.68,No,4.0,5,0
STU2198,18,Male,79.63,83.93,69.52,Low,Secondary,17.05,No,2.58,0,0
STU2199,23,Female,71.73,75.25,88.91,Low,None,3.62,Yes,2.78,7,0
STU2200,19,Female,63.13,52.76,90.48,Medium,Postgraduate,12.45,Yes,2.71,0,0
STU2201,18,Female,88.34,65.24,70.32,Medium,Postgraduate,12.46,Yes,2.77,4,0
STU2202,23,Female,76.18,78.15,52.49,Low,Secondary,17.34,No,2.63,3,0
STU2203,18,Male,71.89,66.07,76.87,Medium,Graduate,12.45,Yes,0.93,3,1
STU2204,19,Male,65.17,87.58,100.0,Medium,Secondary,7.88,No,1.81,0,1
STU2205,23,Female,62.58,72.12,58.47,Medium,Secondary,7.96,Yes,2.35,4,1
STU2206,20,Female,100.0,78.55,81.68,Medium,Secondary,9.97,Yes,3.25,1,0
STU2207,17,Male,83.01,79.79,50.89,Low,None,15.66,Yes,2.36,5,0
STU2208,21,Male,61.63,45.8,54.2,Medium,Secondary,14.03,Yes,1.93,2,1
STU2209,25,Male,82.32,65.9,100.0,Low,None,4.57,No,3.36,4,0
STU2210,24,Male,93.93,59.02,88.83,Low,Postgraduate,11.39,No,3.68,0,0
STU2211,25,Male,80.51,83.79,81.98,Medium,Graduate,14.13,No,1.37,7,0
STU2212,25,Male,98.61,73.34,28.56,Low,Graduate,8.81,No,2.68,8,0
STU2213,23,Female,54.86,61.61,63.94,Medium,Graduate,0.0,No,0.46,3,1
STU2214,20,Male,48.13,41.93,87.14,Low,None,9.02,No,2.35,13,1
STU2215,21,Male,81.91,36.26,46.02,Low,Postgraduate,2.57,No,4.0,7,1
STU2216,17,Female,82.15,70.59,67.92,High,Graduate,1.78,No,2.67,4,1
STU2217,17,Male,27.91,52.09,90.33,Medium,Secondary,15.33,Yes,1.5,3,1
STU2218,19,Male,68.65,76.99,44.78,Medium,None,22.61,No,1.51,2,0
STU2219,24,Male,62.87,35.42,41.41,High,Graduate,16.82,No,1.85,3,1
STU2220,18,Male,57.12,93.67,45.12,Medium,Graduate,0.0,Yes,2.06,4,0
STU2221,20,Male,62.83,76.95,81.69,Medium,Graduate,9.13,No,1.09,4,0
STU2222,18,Female,86.94,66.79,63.86,Medium,None,7.05,No,2.86,0,0
STU2223,21,Male,62.74,95.3,92.56,Low,None,2.65,No,3.04,9,0
STU2224,25,Female,63.25,82.07,77.42,Low,Graduate,12.32,No,2.32,7,0
STU2225,17,Female,53.72,56.45,100.0,Medium,Graduate,9.08,Yes,4.0,10,1
STU2226,21,Male,97.03,66.4,50.25,Low,None,4.18,No,2.26,6,0
STU2227,25,Female,84.52,29.64,81.64,Low,Secondary,0.0,Yes,3.56,8,0
STU2228,17,Male,40.61,84.16,59.1,Low,Graduate,6.96,No,1.49,1,1
STU2229,25,Female,63.27,59.67,87.0,Low,Graduate,10.04,No,2.84,6,0
STU2230,24,Female,85.93,29.41,77.4,Low,Secondary,9.41,No,2.96,0,0
STU2231,20,Male,97.22,43.73,55.14,Low,Secondary,15.31,Yes,2.03,2,0
STU2232,21,Male,90.61,80.68,71.86,Low,Graduate,11.69,Yes,2.73,12,0
STU2233,21,Male,72.66,94.05,76.46,Low,Postgraduate,8.28,No,2.02,3,0
STU2234,22,Male,49.03,65.37,63.01,Medium,Secondary,5.91,No,2.35,4,1
STU2235,23,Male,91.05,47.32,89.54,Low,Secondary,1.15,No,2.37,7,0
