matric_percentage,science_aptitude,extracurricular_score,city_tier,recommended_field,college_tier
92.17,0.755,45.9,Metro,Pre-Medical,Top-Tier Government College
67.88,0.03,81.3,Metro,Computer Science,Mid-Tier College
62.55,0.049,86.5,Urban,Commerce,Mid-Tier College
51.62,0.612,88.1,Urban,Arts/Humanities,Standard College
85.32,0.11,59.6,Rural,Computer Science,Top-Tier Government College
59.76,0.175,67.8,Metro,Arts/Humanities,Mid-Tier College
44.09,0.857,23.9,Urban,Arts/Humanities,Standard College
63.7,0.46,58.9,Rural,Arts/Humanities,Standard College
68.39,0.387,43.3,Metro,Computer Science,Mid-Tier College
81.32,0.93,71.0,Urban,Computer Science,Mid-Tier College
84.06,0.441,39.7,Rural,Pre-Engineering,Mid-Tier College
56.3,0.209,45.9,Urban,Commerce,Standard College
55.2,0.433,33.9,Metro,Commerce,Standard College
62.75,0.488,86.5,Urban,Commerce,Mid-Tier College
48.62,0.817,52.6,Metro,Arts/Humanities,Mid-Tier College
66.24,0.828,30.5,Rural,Computer Science,Mid-Tier College
75.38,0.202,42.6,Urban,Computer Science,Mid-Tier College
68.69,0.438,24.8,Urban,Commerce,Mid-Tier College
42.19,0.941,74.1,Urban,Arts/Humanities,Standard College
48.93,0.207,74.6,Urban,Arts/Humanities,Standard College
88.57,0.2,53.4,Metro,Pre-Engineering,Top-Tier Government College
51.79,0.415,56.1,Rural,Arts/Humanities,Standard College
79.82,0.919,21.6,Urban,Computer Science,Mid-Tier College
78.11,0.319,81.2,Rural,Computer Science,Top-Tier Government College
62.85,0.545,49.3,Metro,Arts/Humanities,Standard College
52.05,0.223,90.9,Rural,Commerce,Mid-Tier College
71.37,0.147,38.8,Rural,Computer Science,Top-Tier Government College
53.82,0.327,59.6,Metro,Commerce,Mid-Tier College
65.19,0.456,67.6,Urban,Commerce,Top-Tier Government College
69.7,0.749,66.0,Urban,Commerce,Top-Tier Government College
56.53,0.424,48.0,Urban,Commerce,Mid-Tier College
64.37,0.791,71.7,Rural,Commerce,Standard College
63.07,0.921,58.0,Metro,Arts/Humanities,Mid-Tier College
48.23,0.094,50.7,Urban,Arts/Humanities,Standard College
64.95,0.703,29.7,Rural,Arts/Humanities,Standard College
57.8,0.263,75.7,Metro,Commerce,Mid-Tier College
38.81,0.372,50.9,Urban,Arts/Humanities,Standard College
62.6,0.092,59.8,Rural,Commerce,Standard College
63.47,0.599,49.0,Rural,Arts/Humanities,Mid-Tier College
58.32,0.856,57.1,Rural,Arts/Humanities,Standard College
35.01,0.323,42.9,Metro,Arts/Humanities,Standard College
80.42,0.702,100.0,Urban,Computer Science,Top-Tier Government College
78.94,0.814,86.2,Metro,Computer Science,Mid-Tier College
78.41,0.425,63.7,Metro,Computer Science,Mid-Tier College
73.2,0.289,55.9,Metro,Commerce,Mid-Tier College
47.89,0.132,63.6,Metro,Arts/Humanities,Mid-Tier College
69.97,0.927,33.4,Urban,Computer Science,Top-Tier Government College
53.16,0.318,62.1,Urban,Arts/Humanities,Standard College
100.0,0.67,48.4,Metro,Pre-Medical,Top-Tier Government College
59.67,0.482,41.9,Metro,Commerce,Standard College
78.68,0.844,36.7,Rural,Pre-Engineering,Top-Tier Government College
43.16,0.328,36.8,Rural,Arts/Humanities,Standard College
49.13,0.846,59.7,Urban,Arts/Humanities,Mid-Tier College
59.42,0.912,50.6,Urban,Commerce,Mid-Tier College
79.24,0.842,34.5,Rural,Computer Science,Mid-Tier College
76.76,0.326,58.4,Metro,Commerce,Top-Tier Government College
72.61,0.301,53.0,Rural,Commerce,Mid-Tier College
38.34,0.428,48.3,Metro,Arts/Humanities,Standard College
86.1,0.784,78.9,Metro,Pre-Engineering,Top-Tier Government College
53.18,0.651,45.0,Metro,Commerce,Standard College
93.85,0.254,23.8,Urban,Pre-Engineering,Top-Tier Government College
97.86,0.466,53.1,Urban,Pre-Engineering,Top-Tier Government College
81.22,0.238,30.6,Metro,Pre-Engineering,Top-Tier Government College
83.81,0.811,66.6,Urban,Computer Science,Mid-Tier College
47.82,0.867,61.4,Urban,Arts/Humanities,Mid-Tier College
100.0,0.344,44.0,Urban,Pre-Engineering,Top-Tier Government College
71.49,0.954,60.0,Urban,Computer Science,Mid-Tier College
84.0,0.508,42.2,Rural,Computer Science,Top-Tier Government College
54.27,0.397,41.1,Metro,Arts/Humanities,Standard College
66.96,0.037,15.1,Urban,Computer Science,Mid-Tier College
49.01,0.333,9.0,Urban,Arts/Humanities,Mid-Tier College
64.16,0.855,42.0,Urban,Commerce,Mid-Tier College
68.25,0.719,84.6,Urban,Commerce,Mid-Tier College
72.09,0.929,26.6,Metro,Computer Science,Top-Tier Government College
90.33,0.031,48.5,Metro,Pre-Engineering,Top-Tier Government College
75.69,0.79,37.1,Urban,Computer Science,Mid-Tier College
71.9,0.534,60.2,Urban,Commerce,Mid-Tier College
68.62,0.944,33.8,Urban,Computer Science,Top-Tier Government College
100.0,0.755,47.9,Urban,Pre-Medical,Top-Tier Government College
58.73,0.517,57.9,Urban,Arts/Humanities,Standard College
87.01,0.654,40.1,Metro,Pre-Engineering,Top-Tier Government College
36.62,0.963,47.0,Metro,Arts/Humanities,Standard College
53.96,0.087,45.8,Urban,Commerce,Standard College
74.57,0.205,60.2,Urban,Computer Science,Mid-Tier College
65.42,0.414,62.2,Urban,Commerce,Mid-Tier College
100.0,0.305,64.6,Metro,Pre-Engineering,Top-Tier Government College
100.0,0.557,58.4,Rural,Pre-Medical,Top-Tier Government College
43.69,0.601,30.5,Rural,Arts/Humanities,Standard College
50.87,0.678,41.9,Urban,Arts/Humanities,Mid-Tier College
65.73,0.01,60.0,Rural,Computer Science,Mid-Tier College
95.84,0.867,50.9,Metro,Pre-Medical,Top-Tier Government College
86.19,0.191,66.8,Rural,Pre-Engineering,Top-Tier Government College
73.24,0.088,25.3,Urban,Commerce,Mid-Tier College
45.37,0.81,32.6,Rural,Arts/Humanities,Standard College
54.49,0.222,33.5,Rural,Arts/Humanities,Standard College
33.0,0.272,55.7,Rural,Arts/Humanities,Standard College
43.44,0.318,37.5,Urban,Arts/Humanities,Standard College
74.86,0.226,32.5,Urban,Commerce,Top-Tier Government College
80.67,0.686,56.5,Urban,Computer Science,Top-Tier Government College
47.19,0.179,41.9,Urban,Arts/Humanities,Mid-Tier College
69.79,0.872,28.9,Metro,Computer Science,Mid-Tier College
94.08,0.548,57.9,Metro,Pre-Medical,Top-Tier Government College
70.68,0.772,47.7,Metro,Computer Science,Mid-Tier College
63.17,0.91,59.3,Rural,Arts/Humanities,Mid-Tier College
77.86,0.912,60.8,Rural,Commerce,Mid-Tier College
76.52,0.611,38.2,Rural,Commerce,Mid-Tier College
69.37,0.707,44.1,Urban,Computer Science,Mid-Tier College
59.51,0.257,47.3,Metro,Commerce,Standard College
61.29,0.337,62.8,Urban,Commerce,Standard College
69.53,0.499,49.0,Urban,Commerce,Mid-Tier College
59.29,0.344,69.9,Rural,Commerce,Mid-Tier College
89.41,0.484,39.1,Urban,Pre-Engineering,Top-Tier Government College
82.37,0.447,49.7,Metro,Computer Science,Mid-Tier College
85.49,0.474,74.7,Rural,Computer Science,Top-Tier Government College
100.0,0.405,22.8,Metro,Pre-Engineering,Top-Tier Government College
93.35,0.204,25.4,Urban,Pre-Engineering,Top-Tier Government College
90.77,0.709,63.0,Urban,Pre-Medical,Top-Tier Government College
74.02,0.224,64.2,Rural,Commerce,Mid-Tier College
64.99,0.173,68.6,Urban,Commerce,Mid-Tier College
100.0,0.228,66.0,Metro,Pre-Engineering,Top-Tier Government College
57.29,0.538,69.6,Urban,Commerce,Standard College
58.16,0.03,40.2,Rural,Commerce,Standard College
54.16,0.66,50.1,Rural,Commerce,Standard College
71.52,0.304,60.5,Urban,Computer Science,Top-Tier Government College
74.76,0.295,26.5,Metro,Computer Science,Mid-Tier College
84.55,0.661,25.4,Urban,Computer Science,Top-Tier Government College
64.47,0.778,38.4,Rural,Arts/Humanities,Standard College
40.32,0.134,68.7,Urban,Arts/Humanities,Standard College
73.16,0.651,64.3,Rural,Computer Science,Mid-Tier College
83.65,0.014,24.9,Urban,Computer Science,Mid-Tier College
68.57,0.993,38.9,Rural,Commerce,Mid-Tier College
65.93,0.211,39.1,Metro,Commerce,Top-Tier Government College
77.07,0.414,51.1,Urban,Commerce,Mid-Tier College
90.99,0.443,53.4,Urban,Pre-Engineering,Top-Tier Government College
67.01,0.305,49.7,Urban,Commerce,Mid-Tier College
45.34,0.847,32.0,Metro,Arts/Humanities,Mid-Tier College
59.03,0.994,70.6,Metro,Commerce,Standard College
65.41,0.17,69.5,Metro,Computer Science,Mid-Tier College
39.24,0.117,29.6,Rural,Arts/Humanities,Standard College
80.37,0.24,46.4,Urban,Computer Science,Mid-Tier College
55.77,0.369,70.0,Metro,Commerce,Standard College
76.18,0.0,56.3,Metro,Computer Science,Mid-Tier College
71.16,0.368,58.6,Metro,Computer Science,Mid-Tier College
63.06,0.574,41.2,Urban,Arts/Humanities,Mid-Tier College
94.09,0.185,76.8,Metro,Pre-Engineering,Top-Tier Government College
59.05,0.275,29.0,Urban,Commerce,Standard College
57.27,0.427,67.2,Urban,Arts/Humanities,Standard College
72.72,0.444,83.4,Metro,Computer Science,Mid-Tier College
81.46,0.561,35.4,Metro,Computer Science,Mid-Tier College
67.99,0.131,75.3,Urban,Commerce,Mid-Tier College
52.31,0.549,65.7,Rural,Arts/Humanities,Standard College
79.08,0.693,37.6,Urban,Computer Science,Mid-Tier College
77.68,1.0,52.8,Urban,Commerce,Top-Tier Government College
100.0,0.5,76.8,Metro,Pre-Medical,Top-Tier Government College
64.49,0.956,41.4,Urban,Commerce,Mid-Tier College
71.43,0.441,41.4,Metro,Commerce,Mid-Tier College
58.94,0.894,0.0,Urban,Arts/Humanities,Mid-Tier College
44.21,0.725,18.2,Rural,Arts/Humanities,Standard College
69.21,0.364,42.5,Urban,Commerce,Top-Tier Government College
81.62,0.056,47.3,Urban,Pre-Engineering,Mid-Tier College
51.8,0.296,61.1,Urban,Commerce,Mid-Tier College
57.21,0.095,66.5,Urban,Arts/Humanities,Standard College
49.2,0.386,87.2,Urban,Arts/Humanities,Mid-Tier College
89.46,0.754,63.3,Rural,Pre-Medical,Top-Tier Government College
57.88,0.544,100.0,Urban,Commerce,Standard College
77.28,0.547,64.5,Urban,Commerce,Mid-Tier College
54.17,0.794,75.8,Rural,Arts/Humanities,Mid-Tier College
69.21,0.814,34.7,Rural,Commerce,Top-Tier Government College
58.0,0.766,58.8,Metro,Commerce,Standard College
33.0,0.739,68.5,Rural,Arts/Humanities,Standard College
69.25,0.381,68.4,Urban,Commerce,Top-Tier Government College
76.44,0.298,41.7,Rural,Computer Science,Mid-Tier College
34.66,0.519,49.4,Rural,Arts/Humanities,Standard College
65.21,0.183,26.2,Metro,Computer Science,Mid-Tier College
61.08,0.069,56.6,Rural,Commerce,Standard College
50.75,0.181,30.1,Urban,Commerce,Mid-Tier College
63.98,0.675,68.7,Metro,Commerce,Standard College
36.97,0.922,55.0,Urban,Arts/Humanities,Standard College
72.01,0.659,63.8,Urban,Computer Science,Top-Tier Government College
86.98,0.72,61.5,Urban,Pre-Engineering,Top-Tier Government College
47.81,0.077,58.8,Urban,Arts/Humanities,Mid-Tier College
66.95,0.352,65.8,Urban,Computer Science,Mid-Tier College
90.81,0.629,51.6,Urban,Pre-Medical,Top-Tier Government College
69.96,0.481,19.3,Metro,Commerce,Mid-Tier College
59.7,0.312,74.5,Rural,Arts/Humanities,Standard College
53.43,0.933,36.2,Rural,Arts/Humanities,Standard College
70.85,0.237,67.8,Rural,Computer Science,Mid-Tier College
65.88,0.677,60.6,Urban,Computer Science,Top-Tier Government College
78.11,0.472,57.5,Urban,Pre-Engineering,Top-Tier Government College
43.68,0.968,53.3,Urban,Arts/Humanities,Standard College
85.23,0.002,55.6,Urban,Computer Science,Top-Tier Government College
61.54,0.669,54.1,Metro,Arts/Humanities,Standard College
78.28,0.846,50.6,Metro,Pre-Engineering,Mid-Tier College
56.44,0.777,47.9,Urban,Commerce,Standard College
47.23,0.032,55.9,Metro,Arts/Humanities,Mid-Tier College
58.93,0.321,61.7,Urban,Arts/Humanities,Standard College
52.73,0.484,42.0,Urban,Commerce,Standard College
62.01,0.418,54.8,Metro,Arts/Humanities,Mid-Tier College
78.37,0.219,24.6,Metro,Computer Science,Mid-Tier College
85.26,0.042,34.6,Urban,Computer Science,Top-Tier Government College
71.26,0.59,17.2,Rural,Commerce,Top-Tier Government College
59.35,0.955,45.0,Metro,Commerce,Standard College
60.78,0.518,57.3,Metro,Commerce,Mid-Tier College
77.48,0.284,63.4,Rural,Commerce,Mid-Tier College
86.18,0.165,24.4,Urban,Pre-Engineering,Top-Tier Government College
62.83,0.946,65.6,Metro,Arts/Humanities,Standard College
65.99,0.891,30.5,Metro,Commerce,Mid-Tier College
55.97,0.084,42.3,Urban,Commerce,Standard College
71.31,0.824,40.5,Rural,Computer Science,Mid-Tier College
83.31,0.701,80.0,Metro,Computer Science,Mid-Tier College
33.0,0.31,53.4,Rural,Arts/Humanities,Standard College
72.09,0.536,89.9,Metro,Commerce,Mid-Tier College
59.19,0.351,68.8,Urban,Commerce,Standard College
33.0,0.363,45.3,Rural,Arts/Humanities,Standard College
73.02,0.544,57.8,Urban,Computer Science,Mid-Tier College
66.57,0.811,75.9,Metro,Computer Science,Top-Tier Government College
73.91,0.317,33.7,Urban,Commerce,Mid-Tier College
46.14,0.12,41.0,Metro,Arts/Humanities,Standard College
100.0,0.899,49.5,Rural,Pre-Medical,Top-Tier Government College
69.77,0.306,44.1,Metro,Commerce,Top-Tier Government College
62.51,0.212,45.3,Urban,Commerce,Mid-Tier College
92.39,0.842,82.5,Metro,Pre-Medical,Top-Tier Government College
78.44,0.46,53.1,Rural,Computer Science,Mid-Tier College
81.33,0.839,44.2,Urban,Pre-Engineering,Top-Tier Government College
86.61,0.988,42.8,Rural,Pre-Engineering,Top-Tier Government College
34.85,0.165,24.6,Urban,Arts/Humanities,Standard College
94.71,0.72,65.5,Urban,Pre-Medical,Top-Tier Government College
62.44,0.389,38.3,Urban,Arts/Humanities,Standard College
72.57,0.398,100.0,Metro,Commerce,Mid-Tier College
82.77,0.366,58.9,Urban,Computer Science,Mid-Tier College
56.6,0.514,39.2,Metro,Arts/Humanities,Mid-Tier College
73.09,0.741,27.2,Rural,Commerce,Mid-Tier College
80.21,0.157,41.3,Metro,Pre-Engineering,Top-Tier Government College
67.33,0.403,57.8,Metro,Commerce,Mid-Tier College
75.91,0.206,39.0,Urban,Commerce,Mid-Tier College
42.31,0.142,62.2,Metro,Arts/Humanities,Standard College
48.93,0.067,63.3,Urban,Arts/Humanities,Mid-Tier College
49.6,0.921,60.8,Metro,Arts/Humanities,Mid-Tier College
73.94,0.353,59.9,Metro,Commerce,Top-Tier Government College
100.0,0.491,50.4,Metro,Pre-Engineering,Top-Tier Government College
72.21,0.207,37.7,Urban,Computer Science,Mid-Tier College
65.63,0.467,26.7,Rural,Commerce,Mid-Tier College
66.97,0.005,19.5,Rural,Commerce,Mid-Tier College
83.73,0.553,41.6,Rural,Pre-Engineering,Mid-Tier College
79.42,0.271,62.9,Metro,Computer Science,Mid-Tier College
49.65,0.409,50.0,Metro,Arts/Humanities,Mid-Tier College
84.27,0.118,30.4,Rural,Computer Science,Mid-Tier College
67.62,0.722,67.3,Urban,Commerce,Mid-Tier College
81.1,0.041,31.6,Urban,Computer Science,Top-Tier Government College
36.02,0.053,27.9,Rural,Arts/Humanities,Standard College
43.12,0.873,31.4,Urban,Arts/Humanities,Standard College
77.55,0.652,37.4,Metro,Computer Science,Top-Tier Government College
39.19,0.419,48.4,Metro,Arts/Humanities,Standard College
74.24,0.679,26.5,Rural,Computer Science,Mid-Tier College
73.41,0.495,19.4,Metro,Computer Science,Mid-Tier College
70.33,0.304,58.1,Metro,Computer Science,Mid-Tier College
73.69,0.129,54.8,Rural,Computer Science,Mid-Tier College
72.25,0.402,58.9,Urban,Commerce,Mid-Tier College
75.16,0.78,64.1,Urban,Computer Science,Mid-Tier College
61.5,0.117,50.9,Rural,Commerce,Standard College
67.65,0.062,83.5,Urban,Computer Science,Mid-Tier College
100.0,0.853,46.0,Metro,Pre-Medical,Top-Tier Government College
86.19,0.612,48.8,Metro,Computer Science,Top-Tier Government College
77.79,0.155,74.6,Rural,Commerce,Mid-Tier College
74.28,0.289,57.3,Urban,Commerce,Top-Tier Government College
56.36,0.867,46.9,Metro,Commerce,Standard College
71.63,0.355,49.6,Urban,Commerce,Mid-Tier College
64.05,0.831,27.7,Metro,Commerce,Mid-Tier College
83.14,0.59,62.5,Metro,Pre-Engineering,Mid-Tier College
53.36,0.125,45.8,Metro,Commerce,Mid-Tier College
33.0,0.262,58.2,Metro,Arts/Humanities,Standard College
59.03,0.398,75.0,Metro,Arts/Humanities,Standard College
79.15,0.188,64.5,Rural,Pre-Engineering,Top-Tier Government College
100.0,0.902,54.9,Urban,Pre-Medical,Top-Tier Government College
84.41,0.846,57.2,Urban,Computer Science,Mid-Tier College
52.34,0.795,52.4,Urban,Arts/Humanities,Mid-Tier College
64.5,0.942,81.8,Metro,Arts/Humanities,Standard College
52.78,0.365,14.1,Rural,Commerce,Mid-Tier College
65.01,0.084,41.4,Metro,Commerce,Mid-Tier College
53.64,0.881,34.6,Metro,Commerce,Mid-Tier College
41.7,0.825,57.9,Metro,Arts/Humanities,Standard College
75.11,0.302,46.5,Rural,Commerce,Mid-Tier College
71.13,0.247,51.8,Metro,Computer Science,Mid-Tier College
65.27,0.858,86.3,Rural,Commerce,Mid-Tier College
73.54,0.327,55.2,Urban,Commerce,Top-Tier Government College
100.0,0.143,66.2,Rural,Pre-Engineering,Top-Tier Government College
69.87,0.269,42.5,Rural,Commerce,Mid-Tier College
61.95,0.721,37.2,Metro,Arts/Humanities,Mid-Tier College
81.86,0.664,31.0,Metro,Pre-Engineering,Top-Tier Government College
41.73,0.19,77.0,Rural,Arts/Humanities,Standard College
80.06,0.154,29.3,Rural,Pre-Engineering,Mid-Tier College
55.61,0.434,41.2,Urban,Commerce,Standard College
54.93,0.424,93.5,Urban,Commerce,Standard College
69.76,0.043,57.4,Metro,Commerce,Top-Tier Government College
94.76,0.093,50.9,Urban,Pre-Engineering,Top-Tier Government College
56.07,0.828,45.9,Metro,Arts/Humanities,Standard College
83.24,0.461,28.5,Metro,Pre-Engineering,Mid-Tier College
74.05,0.001,57.3,Urban,Computer Science,Mid-Tier College
45.75,0.776,69.5,Rural,Arts/Humanities,Standard College
82.66,0.579,33.4,Metro,Computer Science,Mid-Tier College
54.78,0.691,41.0,Urban,Arts/Humanities,Mid-Tier College
44.48,0.752,81.4,Metro,Arts/Humanities,Standard College
55.34,0.139,43.2,Urban,Arts/Humanities,Mid-Tier College
56.37,0.469,64.3,Metro,Arts/Humanities,Mid-Tier College
77.47,0.234,93.2,Rural,Computer Science,Mid-Tier College
56.29,0.475,34.0,Rural,Commerce,Mid-Tier College
91.9,0.17,48.7,Urban,Pre-Engineering,Top-Tier Government College
71.54,0.893,33.1,Rural,Commerce,Mid-Tier College
56.5,0.831,8.0,Rural,Arts/Humanities,Mid-Tier College
54.65,0.592,75.0,Urban,Commerce,Mid-Tier College
71.65,0.559,61.6,Urban,Commerce,Mid-Tier College
35.53,0.955,44.9,Urban,Arts/Humanities,Standard College
33.17,0.676,58.8,Urban,Arts/Humanities,Standard College
53.84,0.421,39.1,Urban,Commerce,Standard College
78.07,0.315,23.0,Rural,Pre-Engineering,Mid-Tier College
70.87,0.637,38.2,Urban,Commerce,Mid-Tier College
68.35,0.682,35.9,Metro,Commerce,Top-Tier Government College
64.58,0.822,31.3,Metro,Arts/Humanities,Standard College
33.16,0.963,70.3,Metro,Arts/Humanities,Standard College
62.8,0.682,34.0,Urban,Commerce,Standard College
39.6,0.883,29.4,Urban,Arts/Humanities,Standard College
81.36,0.441,53.5,Metro,Pre-Engineering,Mid-Tier College
67.86,0.76,58.8,Urban,Commerce,Mid-Tier College
66.56,0.092,81.4,Rural,Commerce,Top-Tier Government College
74.38,0.816,55.2,Metro,Commerce,Mid-Tier College
73.16,0.111,24.0,Metro,Computer Science,Mid-Tier College
71.72,0.151,33.0,Rural,Commerce,Mid-Tier College
73.57,0.578,68.0,Urban,Computer Science,Mid-Tier College
58.57,0.492,37.5,Urban,Arts/Humanities,Mid-Tier College
46.63,0.633,59.0,Urban,Arts/Humanities,Mid-Tier College
73.46,0.138,85.3,Urban,Commerce,Mid-Tier College
91.14,0.774,22.1,Urban,Pre-Medical,Top-Tier Government College
84.18,0.408,21.4,Metro,Computer Science,Mid-Tier College
64.57,0.775,46.0,Urban,Arts/Humanities,Standard College
77.79,0.954,49.3,Urban,Computer Science,Top-Tier Government College
60.96,0.143,66.7,Urban,Commerce,Standard College
74.15,0.208,19.3,Metro,Commerce,Mid-Tier College
58.27,0.867,61.3,Urban,Commerce,Standard College
70.25,0.29,45.2,Metro,Commerce,Mid-Tier College
100.0,0.338,17.7,Metro,Pre-Engineering,Top-Tier Government College
80.36,0.387,45.1,Metro,Computer Science,Mid-Tier College
91.98,0.077,59.0,Urban,Pre-Engineering,Top-Tier Government College
55.62,0.297,83.9,Urban,Commerce,Standard College
57.02,0.179,37.8,Rural,Commerce,Standard College
67.37,0.821,63.2,Urban,Commerce,Mid-Tier College
76.91,0.615,24.6,Metro,Commerce,Mid-Tier College
64.66,0.077,70.1,Urban,Arts/Humanities,Standard College
84.21,0.87,51.6,Urban,Pre-Engineering,Top-Tier Government College
59.19,0.633,79.8,Metro,Commerce,Mid-Tier College
89.76,0.299,24.2,Metro,Pre-Engineering,Top-Tier Government College
83.49,0.497,28.1,Metro,Pre-Engineering,Top-Tier Government College
50.15,0.926,17.4,Urban,Arts/Humanities,Mid-Tier College
77.33,0.037,83.7,Metro,Commerce,Top-Tier Government College
64.42,0.24,41.0,Metro,Commerce,Mid-Tier College
84.3,0.077,15.1,Urban,Computer Science,Mid-Tier College
59.4,0.932,35.6,Rural,Commerce,Mid-Tier College
72.98,0.308,65.9,Urban,Computer Science,Mid-Tier College
76.73,0.849,62.0,Urban,Commerce,Mid-Tier College
33.0,0.371,58.0,Rural,Arts/Humanities,Standard College
37.92,0.801,24.4,Urban,Arts/Humanities,Standard College
70.05,0.411,46.4,Urban,Computer Science,Top-Tier Government College
65.98,0.431,11.9,Urban,Computer Science,Mid-Tier College
84.25,0.466,20.9,Rural,Pre-Engineering,Mid-Tier College
71.62,0.553,61.1,Rural,Commerce,Mid-Tier College
47.67,0.48,66.8,Rural,Arts/Humanities,Standard College
73.25,0.259,45.3,Metro,Commerce,Mid-Tier College
55.99,0.085,14.9,Urban,Commerce,Standard College
64.33,0.062,31.3,Urban,Arts/Humanities,Standard College
59.85,0.652,42.4,Rural,Commerce,Standard College
73.58,0.892,80.2,Rural,Commerce,Mid-Tier College
45.25,0.885,37.4,Metro,Arts/Humanities,Mid-Tier College
50.08,0.595,21.6,Metro,Commerce,Mid-Tier College
33.0,0.987,27.0,Urban,Arts/Humanities,Standard College
100.0,0.567,33.1,Rural,Pre-Medical,Top-Tier Government College
52.02,0.619,39.2,Rural,Arts/Humanities,Mid-Tier College
54.18,0.93,44.7,Metro,Commerce,Standard College
49.52,0.632,87.9,Metro,Arts/Humanities,Mid-Tier College
57.69,0.197,38.4,Rural,Arts/Humanities,Standard College
60.98,0.638,8.5,Urban,Commerce,Standard College
77.83,0.311,69.3,Urban,Commerce,Mid-Tier College
70.81,0.778,34.7,Metro,Commerce,Top-Tier Government College
73.25,0.542,34.9,Rural,Commerce,Mid-Tier College
58.54,0.937,38.6,Rural,Arts/Humanities,Mid-Tier College
66.83,0.726,55.6,Urban,Commerce,Top-Tier Government College
87.48,0.639,52.1,Rural,Computer Science,Top-Tier Government College
67.63,0.145,58.5,Urban,Computer Science,Mid-Tier College
72.89,0.986,43.0,Urban,Commerce,Mid-Tier College
35.52,0.184,50.7,Rural,Arts/Humanities,Standard College
76.26,0.797,28.6,Urban,Computer Science,Top-Tier Government College
72.12,0.859,29.0,Urban,Computer Science,Mid-Tier College
88.6,0.224,37.7,Metro,Pre-Engineering,Top-Tier Government College
33.0,0.078,40.7,Metro,Arts/Humanities,Standard College
68.35,0.073,16.5,Urban,Commerce,Top-Tier Government College
65.94,0.195,26.1,Metro,Commerce,Mid-Tier College
69.22,0.172,73.2,Urban,Computer Science,Mid-Tier College
57.77,0.149,71.9,Urban,Commerce,Standard College
71.17,0.929,80.7,Urban,Commerce,Top-Tier Government College
79.02,0.066,71.6,Metro,Pre-Engineering,Mid-Tier College
68.48,0.31,66.6,Metro,Commerce,Mid-Tier College
63.06,0.168,82.8,Metro,Commerce,Mid-Tier College
64.34,0.794,61.9,Metro,Arts/Humanities,Mid-Tier College
61.52,0.074,43.2,Rural,Arts/Humanities,Standard College
68.36,0.515,43.9,Metro,Commerce,Top-Tier Government College
56.22,0.573,55.9,Metro,Arts/Humanities,Standard College
35.84,0.32,57.8,Rural,Arts/Humanities,Standard College
89.38,0.303,46.8,Rural,Pre-Engineering,Top-Tier Government College
39.55,0.819,43.1,Metro,Arts/Humanities,Standard College
65.74,0.636,48.8,Rural,Computer Science,Mid-Tier College
46.74,0.907,34.3,Metro,Arts/Humanities,Mid-Tier College
63.02,0.0,93.0,Rural,Commerce,Standard College
52.14,0.048,59.7,Urban,Commerce,Standard College
66.88,0.053,11.2,Metro,Computer Science,Mid-Tier College
54.1,0.871,66.8,Metro,Arts/Humanities,Standard College
46.79,0.669,33.9,Metro,Arts/Humanities,Standard College
72.47,0.315,45.6,Metro,Commerce,Mid-Tier College
88.86,0.49,50.1,Urban,Pre-Engineering,Top-Tier Government College
73.04,0.327,67.2,Urban,Computer Science,Top-Tier Government College
69.23,0.222,49.2,Urban,Commerce,Top-Tier Government College
50.63,0.657,55.5,Rural,Commerce,Standard College
66.12,0.404,47.4,Urban,Computer Science,Mid-Tier College
74.58,0.728,94.9,Metro,Computer Science,Mid-Tier College
57.01,0.431,49.2,Rural,Arts/Humanities,Mid-Tier College
81.81,0.837,32.8,Urban,Pre-Engineering,Mid-Tier College
66.75,0.959,24.8,Metro,Commerce,Mid-Tier College
73.04,0.864,50.3,Urban,Commerce,Mid-Tier College
59.42,0.426,41.4,Urban,Commerce,Standard College
59.53,0.945,53.5,Metro,Arts/Humanities,Standard College
70.88,0.519,58.5,Metro,Commerce,Mid-Tier College
73.5,0.624,27.7,Rural,Commerce,Mid-Tier College
72.89,0.057,51.4,Urban,Commerce,Mid-Tier College
51.04,0.904,36.0,Urban,Commerce,Mid-Tier College
55.56,0.699,36.5,Metro,Arts/Humanities,Mid-Tier College
66.95,0.787,31.7,Urban,Computer Science,Mid-Tier College
37.57,0.085,45.4,Urban,Arts/Humanities,Standard College
83.98,0.138,36.2,Urban,Computer Science,Mid-Tier College
72.32,0.07,36.5,Rural,Computer Science,Top-Tier Government College
67.89,0.728,43.1,Metro,Commerce,Mid-Tier College
55.82,0.857,24.9,Urban,Commerce,Standard College
80.36,0.639,75.5,Metro,Pre-Engineering,Top-Tier Government College
62.85,0.696,62.3,Metro,Commerce,Standard College
97.61,0.832,42.7,Rural,Pre-Medical,Top-Tier Government College
73.5,0.931,55.8,Urban,Computer Science,Mid-Tier College
43.34,0.402,31.9,Urban,Arts/Humanities,Standard College
78.84,0.486,52.0,Metro,Computer Science,Mid-Tier College
58.75,0.113,20.5,Metro,Arts/Humanities,Standard College
58.85,0.451,48.7,Urban,Commerce,Standard College
63.32,0.355,52.3,Urban,Commerce,Mid-Tier College
65.09,0.125,42.9,Metro,Computer Science,Mid-Tier College
71.2,0.134,64.1,Metro,Commerce,Mid-Tier College
79.36,0.203,34.3,Rural,Pre-Engineering,Mid-Tier College
